"Povpreène meseène bruto plaèe (EUR) po statistiènih regijah prebivališèa, starostnih skupinah in spolu, Slovenija, letno"

"LETO";"STATISTIÈNA REGIJA";"STAROST";"SPOL";Povpreène meseène bruto plaèe (EUR)
"2018";"Savinjska";"15-24 let";"Moški";1256
"2018";"Savinjska";"15-24 let";"Ženske";1063
"2018";"Savinjska";"25-34 let";"Moški";1502
"2018";"Savinjska";"25-34 let";"Ženske";1342
"2018";"Savinjska";"35-44 let";"Moški";1774
"2018";"Savinjska";"35-44 let";"Ženske";1588
"2018";"Savinjska";"45-54 let";"Moški";1835
"2018";"Savinjska";"45-54 let";"Ženske";1612
"2018";"Savinjska";"55-64 let";"Moški";1929
"2018";"Savinjska";"55-64 let";"Ženske";1769
"2018";"Savinjska";"65 let ali veè";"Moški";3220
"2018";"Savinjska";"65 let ali veè";"Ženske";2622
"2018";"Zasavska";"15-24 let";"Moški";z
"2018";"Zasavska";"15-24 let";"Ženske";z
"2018";"Zasavska";"25-34 let";"Moški";1524
"2018";"Zasavska";"25-34 let";"Ženske";1346
"2018";"Zasavska";"35-44 let";"Moški";1777
"2018";"Zasavska";"35-44 let";"Ženske";1620
"2018";"Zasavska";"45-54 let";"Moški";1777
"2018";"Zasavska";"45-54 let";"Ženske";1622
"2018";"Zasavska";"55-64 let";"Moški";1834
"2018";"Zasavska";"55-64 let";"Ženske";1751
"2018";"Zasavska";"65 let ali veè";"Moški";z
"2018";"Zasavska";"65 let ali veè";"Ženske";z
"2018";"Posavska";"15-24 let";"Moški";1249
"2018";"Posavska";"15-24 let";"Ženske";1157
"2018";"Posavska";"25-34 let";"Moški";1621
"2018";"Posavska";"25-34 let";"Ženske";1395
"2018";"Posavska";"35-44 let";"Moški";1779
"2018";"Posavska";"35-44 let";"Ženske";1595
"2018";"Posavska";"45-54 let";"Moški";1816
"2018";"Posavska";"45-54 let";"Ženske";1643
"2018";"Posavska";"55-64 let";"Moški";1948
"2018";"Posavska";"55-64 let";"Ženske";1763
"2018";"Posavska";"65 let ali veè";"Moški";3742
"2018";"Posavska";"65 let ali veè";"Ženske";3932
"2018";"Jugovzhodna Slovenija";"15-24 let";"Moški";1250
"2018";"Jugovzhodna Slovenija";"15-24 let";"Ženske";1179
"2018";"Jugovzhodna Slovenija";"25-34 let";"Moški";1576
"2018";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1450
"2018";"Jugovzhodna Slovenija";"35-44 let";"Moški";1847
"2018";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1713
"2018";"Jugovzhodna Slovenija";"45-54 let";"Moški";1880
"2018";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1756
"2018";"Jugovzhodna Slovenija";"55-64 let";"Moški";1967
"2018";"Jugovzhodna Slovenija";"55-64 let";"Ženske";1929
"2018";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";2683
"2018";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";2597
"2018";"Osrednjeslovenska";"15-24 let";"Moški";1219
"2018";"Osrednjeslovenska";"15-24 let";"Ženske";1117
"2018";"Osrednjeslovenska";"25-34 let";"Moški";1632
"2018";"Osrednjeslovenska";"25-34 let";"Ženske";1519
"2018";"Osrednjeslovenska";"35-44 let";"Moški";2058
"2018";"Osrednjeslovenska";"35-44 let";"Ženske";1925
"2018";"Osrednjeslovenska";"45-54 let";"Moški";2176
"2018";"Osrednjeslovenska";"45-54 let";"Ženske";2041
"2018";"Osrednjeslovenska";"55-64 let";"Moški";2176
"2018";"Osrednjeslovenska";"55-64 let";"Ženske";2126
"2018";"Osrednjeslovenska";"65 let ali veè";"Moški";3157
"2018";"Osrednjeslovenska";"65 let ali veè";"Ženske";3307
"2018";"Gorenjska";"15-24 let";"Moški";1265
"2018";"Gorenjska";"15-24 let";"Ženske";1112
"2018";"Gorenjska";"25-34 let";"Moški";1592
"2018";"Gorenjska";"25-34 let";"Ženske";1418
"2018";"Gorenjska";"35-44 let";"Moški";1948
"2018";"Gorenjska";"35-44 let";"Ženske";1707
"2018";"Gorenjska";"45-54 let";"Moški";2060
"2018";"Gorenjska";"45-54 let";"Ženske";1755
"2018";"Gorenjska";"55-64 let";"Moški";1994
"2018";"Gorenjska";"55-64 let";"Ženske";1871
"2018";"Gorenjska";"65 let ali veè";"Moški";2983
"2018";"Gorenjska";"65 let ali veè";"Ženske";2763
"2018";"Primorsko-notranjska";"15-24 let";"Moški";z
"2018";"Primorsko-notranjska";"15-24 let";"Ženske";z
"2018";"Primorsko-notranjska";"25-34 let";"Moški";1505
"2018";"Primorsko-notranjska";"25-34 let";"Ženske";1362
"2018";"Primorsko-notranjska";"35-44 let";"Moški";1780
"2018";"Primorsko-notranjska";"35-44 let";"Ženske";1619
"2018";"Primorsko-notranjska";"45-54 let";"Moški";1824
"2018";"Primorsko-notranjska";"45-54 let";"Ženske";1603
"2018";"Primorsko-notranjska";"55-64 let";"Moški";1815
"2018";"Primorsko-notranjska";"55-64 let";"Ženske";1797
"2018";"Primorsko-notranjska";"65 let ali veè";"Moški";z
"2018";"Primorsko-notranjska";"65 let ali veè";"Ženske";z
"2018";"Goriška";"15-24 let";"Moški";1173
"2018";"Goriška";"15-24 let";"Ženske";1106
"2018";"Goriška";"25-34 let";"Moški";1476
"2018";"Goriška";"25-34 let";"Ženske";1357
"2018";"Goriška";"35-44 let";"Moški";1776
"2018";"Goriška";"35-44 let";"Ženske";1588
"2018";"Goriška";"45-54 let";"Moški";1864
"2018";"Goriška";"45-54 let";"Ženske";1664
"2018";"Goriška";"55-64 let";"Moški";1965
"2018";"Goriška";"55-64 let";"Ženske";1827
"2018";"Goriška";"65 let ali veè";"Moški";3083
"2018";"Goriška";"65 let ali veè";"Ženske";3377
"2018";"Obalno-kraška";"15-24 let";"Moški";1208
"2018";"Obalno-kraška";"15-24 let";"Ženske";1069
"2018";"Obalno-kraška";"25-34 let";"Moški";1509
"2018";"Obalno-kraška";"25-34 let";"Ženske";1349
"2018";"Obalno-kraška";"35-44 let";"Moški";1850
"2018";"Obalno-kraška";"35-44 let";"Ženske";1653
"2018";"Obalno-kraška";"45-54 let";"Moški";2037
"2018";"Obalno-kraška";"45-54 let";"Ženske";1803
"2018";"Obalno-kraška";"55-64 let";"Moški";2010
"2018";"Obalno-kraška";"55-64 let";"Ženske";1880
"2018";"Obalno-kraška";"65 let ali veè";"Moški";2800
"2018";"Obalno-kraška";"65 let ali veè";"Ženske";3183
